type,price,location,area,bedrooms,bathrooms,kitchens,parking_spaces,Luxury_catogory,built_in_type
Flat,12.0,F-8,11.7,3.0,5.0,1.0,2.0,High,Relatively New Property
Flat,1.9,E-11,6.2,2.0,2.0,2.0,1.0,Medium,New Property
Flat,0.5,E-11,2.9,1.0,1.0,1.0,1.0,High,Moderately old Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,Relatively New Property
House,1.75,H-13,5.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
House,30.0,G-6,48.0,6.0,6.0,1.0,12.0,Low,Moderately old Property
House,21.0,F-10,26.0,6.0,6.0,2.0,5.0,Medium,Moderately old Property
Flat,0.25,National Police Foundation O-9,1.3,2.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.2,E-11,5.3,2.0,2.0,2.0,1.0,High,New Property
House,68.0,F-6,60.0,5.0,6.0,1.0,1.0,Low,Relatively New Property
Flat,0.9,Gulberg,2.2,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,3.75,G-11,7.1,2.0,2.0,1.0,1.0,Medium,New Property
Flat,0.55,Soan Garden,3.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,3.3,G-15,16.9,4.0,5.0,1.0,4.0,High,New Property
Flat,1.1,DHA Defence,4.9,3.0,3.0,1.0,1.0,Medium,Relatively New Property
House,5.25,Gulberg,10.0,7.0,6.0,3.0,2.0,Low,Relatively New Property
House,1.85,B-17,5.0,6.0,4.0,3.0,2.0,Low,Relatively New Property
House,4.9,DHA Defence,10.0,5.0,6.0,2.0,2.0,Medium,New Property
House,3.5,PWD Housing Scheme,7.0,4.0,5.0,2.0,2.0,Low,New Property
House,12.0,I-8,12.5,9.0,6.0,3.0,1.0,High,Relatively New Property
Flat,0.5,E-11,1.7,1.0,1.0,1.0,1.0,High,Old Property
Flat,1.5,G-15,4.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,5.0,G-15,12.0,7.0,6.0,2.0,2.0,Medium,Relatively New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,12.5,F-10,12.4,4.0,4.0,1.0,2.0,Medium,New Property
House,3.0,DHA Defence,5.0,4.0,4.0,2.0,1.0,High,New Property
House,70.0,E-7,42.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,0.87,Bahria Town,3.1,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,0.38,Pakistan Town,2.4,2.0,2.0,1.0,1.0,Low,New Property
House,35.0,F-8,36.0,6.0,6.0,1.0,1.0,Low,Relatively New Property
Flat,6.5,F-8,6.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.57,B-17,2.8,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.65,G-15,5.5,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.9,G-11,4.0,2.0,2.0,1.0,2.0,High,Old Property
House,8.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
House,9.5,DHA Defence,20.0,5.0,6.0,2.0,2.0,Medium,New Property
Flat,1.15,E-11,2.7,1.0,1.0,1.0,1.0,Medium,Moderately old Property
House,35.0,F-8,36.0,5.0,6.0,1.0,9.0,Low,Old Property
House,33.25,F-7,26.0,6.0,6.0,2.0,6.0,High,Old Property
Flat,2.15,F-11,7.1,2.0,2.0,1.0,1.0,Medium,Old Property
House,10.0,I-8,12.0,6.0,6.0,2.0,3.0,High,Old Property
Flat,1.15,G-13,7.8,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,5.1,F-11,16.0,3.0,3.0,1.0,1.0,High,Moderately old Property
Flat,1.16,E-11,5.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,2.65,I-11,4.0,4.0,5.0,2.0,1.0,Medium,New Property
House,0.55,Bani Gala,3.0,2.0,2.0,2.0,2.0,High,New Property
House,3.1,FECHS,7.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,0.52,Top City 1,1.4,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,25.0,F-8,20.0,4.0,4.0,2.0,2.0,Low,New Property
House,6.5,CBR Town,12.0,7.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,7.2,Blue Area,8.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,8.2,F-11,18.7,4.0,4.0,1.0,1.0,Medium,Moderately old Property
Flat,1.1,DHA Defence,5.1,2.0,2.0,1.0,2.0,High,Relatively New Property
House,12.75,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
House,10.0,Bahria Town,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,1.4,DHA Defence,6.3,3.0,3.0,1.0,1.0,Low,New Property
Flat,0.38,National Police Foundation O-9,1.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,2.4,F-17,8.0,5.0,6.0,3.0,2.0,Low,Relatively New Property
House,1.8,I-10,4.0,2.0,1.0,3.0,2.0,Low,Relatively New Property
House,9.5,F-17,30.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,3.75,D-12,4.4,4.0,4.0,2.0,1.0,High,Relatively New Property
Flat,0.52,Faisal Town - F-18,2.3,1.0,1.0,1.0,2.0,High,Moderately old Property
House,1.8,Bani Gala,5.0,4.0,4.0,2.0,1.0,High,New Property
House,7.0,Kuri Road,20.0,5.0,6.0,2.0,1.0,High,Relatively New Property
House,13.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,1.7,G-11,4.0,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,0.54,I-16,4.1,2.0,2.0,1.0,1.0,High,New Property
Flat,1.8,E-11,5.6,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,2.25,Bahria Town,5.0,3.0,3.0,2.0,1.0,Medium,New Property
House,5.65,G-9,6.7,4.0,3.0,2.0,1.0,Low,Relatively New Property
Flat,0.85,Faisal Town - F-18,3.8,2.0,2.0,1.0,1.0,Medium,Moderately old Property
House,3.6,Top City 1,10.0,5.0,6.0,2.0,1.0,High,New Property
House,14.0,I-8,14.0,5.0,4.0,2.0,4.0,High,Relatively New Property
Flat,2.85,G-8,5.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,4.8,Blue Area,4.4,1.0,1.0,1.0,1.0,High,New Property
Flat,1.18,Bahria Town,6.1,2.0,2.0,1.0,1.0,Medium,New Property
House,11.8,DHA Defence,20.0,5.0,6.0,2.0,4.0,Medium,New Property
Flat,0.55,H-13,1.8,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,3.85,G-13,4.0,5.0,5.0,2.0,1.0,High,New Property
Flat,1.5,Bani Gala,6.2,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,0.55,I-16,4.1,2.0,2.0,1.0,1.0,High,New Property
Flat,3.61,Park View City,6.4,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.95,DHA Defence,6.7,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,4.5,F-11,12.4,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,9.7,G-13,10.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,3.5,E-11,8.0,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,1.6,H-13,5.6,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.5,G-13,9.1,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,2.99,I-14,6.6,5.0,6.0,2.0,2.0,Low,New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
House,2.95,Faisal Town - F-18,8.0,5.0,5.0,2.0,2.0,High,Relatively New Property
Flat,0.98,Faisal Town - F-18,5.8,2.0,2.0,1.0,1.0,High,New Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,1.0,Medium,New Property
House,12.5,DHA Defence,20.0,7.0,6.0,2.0,2.0,High,New Property
House,12.0,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,1.15,E-11,4.0,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,15.25,DHA Defence,20.0,5.0,6.0,1.0,3.0,High,Old Property
House,12.0,DHA Defence,20.0,6.0,6.0,1.0,1.0,High,Relatively New Property
Flat,0.67,G-15,3.0,2.0,2.0,2.0,4.0,High,New Property
Flat,3.25,Gulberg,6.9,2.0,2.0,1.0,1.0,High,New Property
House,3.95,G-13,4.4,4.0,5.0,2.0,1.0,High,New Property
House,6.5,DHA Defence,10.0,5.0,6.0,2.0,3.0,Medium,New Property
House,3.7,DHA Defence,12.0,3.0,4.0,1.0,2.0,High,New Property
House,78.0,F-8,72.0,6.0,6.0,3.0,1.0,Low,Relatively New Property
Flat,1.2,Bani Gala,5.6,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,0.85,F-17,2.5,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.5,G-11,3.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.6,Soan Garden,3.6,3.0,2.0,1.0,2.0,High,Old Property
House,3.0,I-14,6.0,4.0,6.0,2.0,1.0,Low,New Property
Flat,3.4,E-11,9.2,2.0,2.0,1.0,1.0,High,Relatively New Property
House,1.4,DHA Defence,8.0,3.0,3.0,1.0,1.0,Low,Moderately old Property
House,27.0,F-8,20.0,5.0,6.0,2.0,5.0,Low,Old Property
House,12.9,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.68,B-17,3.4,2.0,2.0,2.0,3.0,Medium,Relatively New Property
Flat,3.2,F-11,5.9,2.0,2.0,1.0,1.0,High,Moderately old Property
House,11.95,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.58,Bahria Town,2.4,3.0,1.0,2.0,1.0,Low,New Property
Flat,1.4,Bahria Town,7.1,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,9.0,F-11,20.0,4.0,5.0,1.0,2.0,Low,Relatively New Property
Flat,1.05,E-11,4.2,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.62,Bahria Town,2.8,3.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.1,Gulberg,3.4,1.0,1.0,1.0,1.0,High,New Property
House,42.0,F-7,26.0,6.0,3.0,1.0,1.0,Low,Relatively New Property
House,9.75,G-9,9.3,6.0,6.0,3.0,2.0,High,Relatively New Property
House,10.75,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.8,CBR Town,3.3,2.0,2.0,1.0,1.0,High,New Property
Flat,3.4,DHA Defence,12.0,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,0.83,B-17,3.4,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,7.25,DHA Defence,10.0,5.0,5.0,2.0,3.0,Medium,New Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,3.3,G-15,16.9,4.0,4.0,1.0,1.0,High,Relatively New Property
House,2.6,I-14,5.0,4.0,4.0,2.0,1.0,Low,New Property
Flat,5.0,F-10,3.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,1.6,G-13,9.1,3.0,3.0,1.0,3.0,High,Relatively New Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,1.0,High,New Property
Flat,0.32,Multi Residencia & Orchards,1.3,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,4.0,Soan Garden,10.0,6.0,6.0,2.0,2.0,Low,Relatively New Property
House,5.25,G-9,5.0,4.0,5.0,2.0,5.0,Low,Relatively New Property
House,13.0,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,2.25,E-11,8.4,3.0,3.0,1.0,1.0,Low,New Property
Flat,1.3,G-11,3.1,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,0.92,D-17,6.2,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,3.45,F-11,12.4,3.0,5.0,1.0,1.0,Low,Relatively New Property
Flat,1.04,Bahria Town,2.9,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,1.2,Islamabad - Murree Expressway,8.8,2.0,3.0,1.0,1.0,High,Relatively New Property
House,5.75,DHA Defence,10.0,5.0,6.0,2.0,2.0,High,New Property
Flat,1.1,G-15,2.8,1.0,1.0,1.0,2.0,High,New Property
Flat,1.3,D-17,5.6,2.0,2.0,1.0,2.0,High,New Property
Flat,4.0,F-11,10.7,3.0,3.0,1.0,1.0,Medium,Relatively New Property
House,4.1,Faisal Town - F-18,10.0,6.0,6.0,2.0,2.0,High,New Property
House,6.25,I-10,6.0,6.0,6.0,3.0,2.0,High,New Property
House,1.6,University Town,5.0,4.0,5.0,3.0,2.0,Low,New Property
House,25.0,D-12,20.0,9.0,3.0,2.0,3.0,Low,New Property
House,10.0,DHA Defence,20.0,7.0,3.0,1.0,2.0,High,Relatively New Property
House,9.7,G-13,10.0,6.0,6.0,2.0,3.0,High,New Property
House,8.75,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,2.3,E-11,7.3,3.0,3.0,1.0,1.0,Low,Moderately old Property
Flat,1.32,E-11,4.0,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.5,DHA Defence,7.3,3.0,3.0,1.0,1.0,High,New Property
Flat,0.75,B-17,4.7,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,10.5,G-13,14.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,0.62,E-11,3.8,1.0,1.0,1.0,1.0,High,Moderately old Property
House,3.4,F-10,3.0,3.0,3.0,3.0,2.0,Low,Relatively New Property
House,4.0,Bahria Town,10.0,5.0,6.0,2.0,1.0,Medium,New Property
House,1.35,Ghauri Town,5.0,5.0,5.0,3.0,2.0,High,New Property
Flat,2.5,F-11,7.8,2.0,2.0,1.0,1.0,Medium,Old Property
House,5.5,Bahria Town,10.0,5.0,6.0,2.0,2.0,Medium,New Property
Flat,1.5,Bani Gala,5.1,2.0,2.0,1.0,1.0,High,New Property
Flat,1.5,I-8,3.6,2.0,2.0,1.0,2.0,Medium,Old Property
House,4.75,Bani Gala,10.0,5.0,6.0,2.0,2.0,Medium,New Property
House,10.5,I-8,14.2,6.0,6.0,2.0,2.0,High,Relatively New Property
Flat,1.25,G-13,7.8,3.0,3.0,3.0,1.0,High,Relatively New Property
House,8.75,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
House,12.5,I-8,14.0,6.0,6.0,3.0,4.0,High,Old Property
House,5.0,Bahria Town,10.0,5.0,6.0,2.0,2.0,Medium,New Property
House,2.25,Bahria Town,5.0,3.0,4.0,2.0,1.0,Medium,New Property
Flat,1.15,Bahria Town,4.5,2.0,2.0,1.0,1.0,High,New Property
House,1.4,Bani Gala,5.0,4.0,6.0,2.0,1.0,Low,New Property
House,4.0,I-10,6.0,4.0,4.0,3.0,1.0,High,New Property
House,2.4,Soan Garden,8.0,4.0,5.0,3.0,2.0,Low,Relatively New Property
House,8.75,DHA Defence,20.0,6.0,6.0,3.0,2.0,Low,New Property
House,2.9,CBR Town,7.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,2.4,G-15,8.5,3.0,2.0,1.0,2.0,Medium,New Property
Flat,8.62,Karakoram Diplomatic Enclave,8.5,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,10.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,1.38,GT Road,6.2,3.0,3.0,1.0,1.0,High,New Property
Flat,2.9,E-11,10.7,4.0,4.0,1.0,1.0,High,Moderately old Property
Flat,0.74,G-13,6.0,2.0,2.0,1.0,2.0,High,New Property
Flat,1.05,B-17,6.2,3.0,3.0,1.0,1.0,Low,Relatively New Property
House,3.0,Top City 1,10.0,5.0,6.0,3.0,3.0,Medium,Relatively New Property
House,2.45,Bahria Town,5.0,3.0,4.0,2.0,1.0,Low,New Property
Flat,1.1,Top City 1,4.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,2.25,Bahria Town,5.0,3.0,4.0,2.0,1.0,High,Relatively New Property
Flat,3.5,E-11,7.5,2.0,2.0,1.0,2.0,Low,New Property
House,30.0,F-8,24.0,4.0,5.0,2.0,1.0,High,Moderately old Property
Flat,0.85,E-11,3.6,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,2.85,F-11,6.7,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,4.0,Diplomatic Enclave,6.7,2.0,2.0,1.0,1.0,Medium,New Property
House,3.75,DHA Defence,11.0,3.0,4.0,1.0,2.0,High,Moderately old Property
Flat,0.65,H-13,2.4,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,5.9,Bahria Town,10.0,5.0,6.0,2.0,3.0,High,New Property
House,75.0,F-7,48.0,7.0,6.0,2.0,9.0,Low,Moderately old Property
Flat,2.4,DHA Defence,12.2,3.0,4.0,2.0,3.0,High,Relatively New Property
Flat,2.56,Park View City,4.5,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,1.65,F-11,3.1,1.0,1.0,1.0,2.0,Low,Moderately old Property
Flat,4.3,G-11,9.6,3.0,3.0,1.0,2.0,High,New Property
House,10.8,G-13,14.2,6.0,6.0,2.0,3.0,High,New Property
House,24.0,F-11,26.0,9.0,3.0,3.0,6.0,High,Relatively New Property
Flat,1.3,D-17,3.8,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,2.4,Bahria Town,5.0,4.0,4.0,2.0,1.0,High,New Property
Flat,10.64,F-8,10.6,3.0,2.0,1.0,1.0,High,New Property
Flat,0.45,H-13,1.6,1.0,1.0,2.0,2.0,High,New Property
House,27.0,F-8,20.0,6.0,6.0,1.0,1.0,Low,Relatively New Property
Flat,1.8,Gulberg,5.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,1.25,Bani Gala,5.0,2.0,3.0,1.0,1.0,Low,New Property
Flat,1.2,Soan Garden,7.1,4.0,4.0,2.0,1.0,High,Relatively New Property
Flat,0.62,G-13,5.1,2.0,2.0,1.0,3.0,Medium,New Property
House,27.0,F-8,20.0,5.0,3.0,2.0,5.0,High,Old Property
Flat,1.8,Gulberg,7.8,4.0,4.0,1.0,1.0,Low,Relatively New Property
Flat,1.6,F-11,3.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,31.0,F-6,17.8,8.0,6.0,1.0,1.0,Medium,Relatively New Property
House,4.3,E-11,6.0,6.0,6.0,2.0,1.0,High,Relatively New Property
House,4.3,I-11,6.7,5.0,5.0,2.0,1.0,Medium,Relatively New Property
Flat,0.85,E-11,4.4,2.0,2.0,1.0,2.0,Low,Moderately old Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,0.6,I-12,3.9,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,4.5,Gulberg,9.3,2.0,3.0,1.0,1.0,Low,New Property
House,5.0,Bahria Town,10.0,5.0,5.0,2.0,2.0,High,New Property
House,9.5,F-11,9.3,5.0,5.0,1.0,1.0,High,Relatively New Property
House,19.0,F-10,22.0,6.0,6.0,2.0,1.0,Low,Relatively New Property
House,4.25,G-11,6.7,3.0,3.0,3.0,2.0,Medium,Relatively New Property
House,12.5,DHA Defence,40.0,4.0,5.0,2.0,3.0,Low,Relatively New Property
House,9.25,G-10,10.0,5.0,5.0,1.0,1.0,Low,New Property
House,2.65,I-14,5.0,4.0,5.0,2.0,1.0,Medium,New Property
Flat,0.39,H-13,1.3,2.0,1.0,2.0,1.0,High,New Property
Flat,0.6,Gulberg,2.1,1.0,1.0,1.0,2.0,High,New Property
Flat,10.64,Blue Area,10.6,3.0,2.0,1.0,2.0,High,Relatively New Property
House,12.7,DHA Defence,20.0,5.0,6.0,3.0,2.0,High,Relatively New Property
House,3.5,I-14,8.0,4.0,6.0,2.0,3.0,High,New Property
Flat,0.78,G-13,6.0,2.0,2.0,1.0,1.0,High,Old Property
House,8.5,DHA Defence,20.0,5.0,6.0,2.0,3.0,Low,Relatively New Property
House,48.0,F-7,26.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,9.6,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,27.5,F-8,26.0,5.0,6.0,2.0,5.0,Medium,Moderately old Property
House,2.5,I-10,4.0,5.0,4.0,3.0,1.0,Medium,Relatively New Property
House,30.0,F-7,26.0,3.0,3.0,3.0,1.0,Medium,Moderately old Property
House,1.5,Soan Garden,6.0,3.0,3.0,3.0,2.0,Low,Relatively New Property
House,2.6,Bahria Town,5.0,3.0,5.0,3.0,2.0,Medium,Relatively New Property
House,9.25,G-13,10.0,6.0,6.0,2.0,4.0,High,New Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,4.0,High,New Property
House,12.0,E-11,20.0,9.0,3.0,3.0,4.0,Low,Old Property
House,31.0,F-8,26.0,6.0,6.0,2.0,1.0,High,Relatively New Property
Flat,3.8,Kashmir Highway,7.6,2.0,3.0,1.0,2.0,High,New Property
House,30.0,F-10,40.0,6.0,6.0,2.0,7.0,High,New Property
House,2.5,Soan Garden,6.5,4.0,4.0,2.0,1.0,Low,Relatively New Property
House,2.45,FECHS,7.0,4.0,4.0,1.0,1.0,High,New Property
Flat,0.87,DHA Defence,3.6,2.0,2.0,1.0,1.0,High,Relatively New Property
House,2.85,G-13,4.0,4.0,4.0,2.0,1.0,High,Moderately old Property
Flat,0.78,River Garden,4.7,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.4,Ghauri Town,2.0,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,1.6,Bahria Town,6.4,2.0,3.0,1.0,1.0,Medium,New Property
Flat,1.1,Bahria Town,4.1,2.0,2.0,1.0,1.0,High,New Property
House,25.0,F-11,26.0,7.0,6.0,2.0,5.0,High,Old Property
House,5.25,CBR Town,12.0,6.0,6.0,2.0,1.0,High,New Property
House,9.5,Bahria Town,20.0,6.0,6.0,3.0,4.0,High,New Property
House,2.9,G-15,8.0,5.0,6.0,2.0,1.0,High,New Property
House,23.0,F-7,20.0,9.0,3.0,3.0,5.0,High,Moderately old Property
House,2.25,Bahria Town,5.0,3.0,4.0,2.0,4.0,High,New Property
Flat,0.52,H-13,1.8,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,0.65,DHA Defence,2.7,1.0,1.0,1.0,1.0,Medium,Relatively New Property
Flat,3.18,Park View City,5.7,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,0.39,I-12,3.2,2.0,2.0,1.0,1.0,High,New Property
House,3.95,G-15,7.0,6.0,6.0,2.0,2.0,Low,Relatively New Property
House,1.5,DHA Defence,8.0,3.0,4.0,1.0,2.0,Medium,Relatively New Property
House,36.0,F-8,32.0,5.0,6.0,3.0,1.0,Low,Relatively New Property
Flat,1.55,G-11,3.1,2.0,3.0,1.0,2.0,High,Relatively New Property
Flat,1.55,E-11,4.9,2.0,2.0,1.0,1.0,Medium,New Property
Flat,1.6,G-13,9.1,3.0,3.0,1.0,1.0,High,Relatively New Property
House,6.75,G-6,9.8,5.0,5.0,1.0,1.0,High,New Property
House,45.0,E-7,32.0,6.0,6.0,2.0,2.0,High,Relatively New Property
House,97.0,G-6,74.0,7.0,6.0,2.0,13.0,Low,Old Property
House,26.0,F-7,24.0,5.0,6.0,2.0,1.0,High,Moderately old Property
House,20.5,F-8,20.0,4.0,5.0,1.0,2.0,Medium,New Property
House,3.8,G-15,8.0,6.0,6.0,2.0,2.0,High,New Property
Flat,2.25,DHA Defence,13.0,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,1.05,Bahria Town,4.8,1.0,1.0,1.0,1.0,Medium,New Property
Flat,0.42,I-16,4.1,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,1.5,G-15,4.8,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,20.0,I-8,24.0,6.0,6.0,2.0,2.0,High,Relatively New Property
House,4.65,Bahria Town,10.0,5.0,4.0,1.0,1.0,High,New Property
Flat,0.9,Gulberg,2.4,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,11.0,I-8,12.4,7.0,3.0,2.0,2.0,High,Relatively New Property
Flat,0.9,E-11,5.3,2.0,2.0,1.0,2.0,Medium,Old Property
Flat,1.92,F-11,5.6,1.0,1.0,1.0,1.0,High,New Property
House,3.8,B-17,10.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,0.53,Bahria Town,2.0,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,5.5,Kashmir Highway,10.0,4.0,5.0,1.0,2.0,High,New Property
Flat,2.45,F-11,7.8,2.0,2.0,1.0,1.0,Low,Old Property
House,2.25,I-16,5.0,4.0,4.0,2.0,2.0,Low,Relatively New Property
Flat,1.5,G-11,3.1,2.0,1.0,1.0,2.0,Low,Relatively New Property
House,3.35,F-17,10.0,9.0,3.0,3.0,2.0,Medium,Relatively New Property
Flat,0.92,B-17,3.6,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.1,E-11,2.9,2.0,2.0,1.0,1.0,High,Old Property
Flat,0.36,D-17,3.6,2.0,2.0,1.0,1.0,Medium,Moderately old Property
House,12.8,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,New Property
Flat,7.5,Karakoram Diplomatic Enclave,9.1,2.0,2.0,1.0,1.0,High,New Property
House,3.0,Bani Gala,11.0,5.0,6.0,3.0,2.0,Medium,New Property
Flat,1.2,Zaraj Housing Scheme,3.3,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.42,F-17,4.2,2.0,2.0,1.0,2.0,Low,New Property
Flat,0.95,E-11,5.3,2.0,2.0,1.0,1.0,Low,Moderately old Property
Flat,1.85,E-11,6.2,3.0,2.0,1.0,2.0,Low,Relatively New Property
House,5.3,Bahria Town,10.0,7.0,6.0,3.0,2.0,Medium,Relatively New Property
Flat,2.5,F-11,9.8,2.0,2.0,1.0,1.0,Low,Old Property
Flat,0.72,G-13,6.0,2.0,2.0,1.0,1.0,High,New Property
House,35.0,F-8,20.0,9.0,3.0,1.0,2.0,Low,Relatively New Property
House,70.0,F-8,40.0,8.0,3.0,1.0,5.0,High,Moderately old Property
House,1.9,D-17,7.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
House,5.5,G-10,6.0,5.0,4.0,2.0,2.0,Low,Relatively New Property
House,1.7,National Police Foundation O-9,5.0,4.0,4.0,3.0,2.0,Low,Relatively New Property
House,93.0,F-7,80.0,6.0,6.0,3.0,1.0,Low,Relatively New Property
House,12.75,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.68,Gulberg,2.1,1.0,1.0,1.0,1.0,Low,New Property
Flat,3.6,F-11,8.0,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,1.25,CBR Town,4.9,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,17.0,G-13,20.0,8.0,6.0,2.0,4.0,High,New Property
House,4.5,Soan Garden,20.0,4.0,5.0,1.0,1.0,High,New Property
House,3.3,Faisal Town - F-18,8.0,4.0,6.0,2.0,2.0,Medium,New Property
House,1.84,B-17,5.0,6.0,5.0,1.0,1.0,High,New Property
House,4.45,PWD Housing Scheme,10.0,7.0,6.0,1.0,2.0,High,Moderately old Property
Flat,0.8,Zaraj Housing Scheme,1.8,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,8.9,G-13,10.9,6.0,6.0,2.0,5.0,Medium,New Property
House,1.05,Bhara kahu,7.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,4.15,F-11,12.7,4.0,4.0,1.0,1.0,Medium,Relatively New Property
Flat,0.62,I-12,3.9,2.0,2.0,1.0,1.0,Low,New Property
